,,,,,batchNumber,VGS,fT_plt,fmax_plt,nf_min,gain
,,,,,min,min,min,min,min,min
VDS,Wg,nfing,gdg_val,gsg_val,,,,,,
26,50.0,6,37,33,30641,-1.6,30.63304305,108.3106575,-1.2938128999999998,1.7720186999999998
26,50.0,6,37,48,30642,-1.6,30.47597587,108.28999009999998,-1.2880492,1.6636897000000002
26,50.0,6,37,63,30643,-1.6,30.35237525,108.2648605,-1.2837442,1.5600837
26,50.0,6,37,78,30644,-1.6,30.249964,108.23904170000002,-1.2802922,1.4594705
26,50.0,6,52,33,30645,-1.6,30.54471311,108.3144932,-1.2898808000000002,1.3688919
26,50.0,6,52,48,30646,-1.6,30.37943374,108.304742,-1.2833919,1.2478704
26,50.0,6,52,63,30647,-1.6,30.24976759,108.287707,-1.2785231,1.1349343
26,50.0,6,52,78,30648,-1.6,30.14214569,108.2683361,-1.2746071,1.0271612
26,50.0,8,22,33,30805,-1.6,30.67032542,108.2902183,-1.2956186,0.8972254999999999
26,50.0,8,22,48,30806,-1.6,30.53539958,108.25251409999998,-1.29045,0.7786325
26,50.0,8,22,63,30807,-1.6,30.43086471,108.2147878,-1.2866185,0.6617095000000001
26,50.0,8,22,78,30808,-1.6,30.34522035,108.1789554,-1.2835635,0.5459558000000001
26,50.0,8,37,33,30809,-1.6,30.58800377,108.3108558,-1.2949167,0.4438969
26,50.0,8,37,48,30810,-1.6,30.44649514,108.2901868,-1.2892668,0.3146534
26,50.0,8,37,63,30811,-1.6,30.33718298,108.2650561,-1.2850674,0.1904838
26,50.0,8,37,78,30812,-1.6,30.2476436,108.2392363,-1.2817147,0.0696983
26,50.0,8,52,33,30813,-1.6,30.50251176,108.314694,-1.2912026,-0.0121943
26,50.0,8,52,48,30814,-1.6,30.3536321,108.3049406,-1.2849051,-0.1521462
26,50.0,8,52,63,30815,-1.6,30.23851599,108.287904,-1.2802129,-0.2834407
26,50.0,8,52,78,30816,-1.6,30.14434425,108.2685321,-1.2764627,-0.4090521
26,62.5,2,22,33,30325,-1.6,30.14392908,106.6381272,-1.3117907,3.4225607000000005
26,62.5,2,22,48,30326,-1.6,30.00050478,106.6259214,-1.3064026000000002,3.4120461000000004
26,62.5,2,22,63,30327,-1.6,29.88389139,106.6067365,-1.3023788,3.4024385
26,62.5,2,22,78,30328,-1.6,29.78428833,106.585471,-1.2991487,3.3936277
26,62.5,2,37,33,30329,-1.6,30.06815694,106.6314433,-1.3111475,3.1586881
26,62.5,2,37,48,30330,-1.6,29.91803653,106.6361417,-1.3051292,3.1415021
26,62.5,2,37,63,30331,-1.6,29.79612662,106.62949640000002,-1.3005917,3.1265537999999995
26,62.5,2,37,78,30332,-1.6,29.69217398,106.6182209,-1.2969218,3.1132299
26,62.5,2,52,33,30333,-1.6,29.99062887,106.6174782,-1.3074433,2.8699044
26,62.5,2,52,48,30334,-1.6,29.83266657,106.63295929999998,-1.3005951,2.8450903
26,62.5,2,52,63,30335,-1.6,29.70459731,106.6343403,-1.2953868999999998,2.8240352000000004
26,62.5,2,52,78,30336,-1.6,29.59549246,106.629475,-1.2911469,2.8055517999999995
26,62.5,4,22,33,30493,-1.6,30.59647163,106.6411212,-1.3152409,2.689038
26,62.5,4,22,48,30494,-1.6,30.46633191,106.6289246,-1.3099206,2.6267523999999995
26,62.5,4,22,63,30495,-1.6,30.36174098,106.6097473,-1.3059591,2.5653206
26,62.5,4,22,78,30496,-1.6,30.27329639,106.5884873,-1.3027872,2.5044548
26,62.5,4,37,33,30497,-1.6,30.52227658,106.6344501,-1.3150824,2.3759164
26,62.5,4,37,48,30498,-1.6,30.38589673,106.6391299,-1.3092351999999998,2.3023414
26,62.5,4,37,63,30499,-1.6,30.276369,106.63247309999998,-1.3048505,2.2319205
26,62.5,4,37,78,30500,-1.6,30.18390005,106.6211895,-1.3013208,2.1635482999999995
26,62.5,4,52,33,30501,-1.6,30.44674769,106.6205224,-1.3119576000000002,2.0524643
26,62.5,4,52,48,30502,-1.6,30.30300868,106.63597620000002,-1.305405,1.9669779
26,62.5,4,52,63,30503,-1.6,30.1878204,106.6373389,-1.3004586,1.887211
26,62.5,4,52,78,30504,-1.6,30.09063587,106.6324601,-1.2964573999999998,1.8111365
26,62.5,6,22,33,30661,-1.6,31.34136724,106.6416691,-1.3174224,1.4927043
26,62.5,6,22,48,30662,-1.6,31.2335309,106.6294712,-1.3122327,1.4126211000000002
26,62.5,6,22,63,30663,-1.6,31.14923018,106.61029170000002,-1.3083870000000002,1.3323383999999998
26,62.5,6,22,78,30664,-1.6,31.07970177,106.5890293,-1.3053208,1.2519991
26,62.5,6,37,33,30665,-1.6,31.26888892,106.6349984,-1.3180351,1.1248025
26,62.5,6,37,48,30666,-1.6,31.15544235,106.639675,-1.312484,1.0351226999999998
26,62.5,6,37,63,30667,-1.6,31.06689436,106.6330158,-1.3083597,0.9478509
26,62.5,6,37,78,30668,-1.6,30.99393582,106.62173020000002,-1.3050668,0.8622051
26,62.5,6,52,33,30669,-1.6,31.19560687,106.6210773,-1.3158455,0.753151
26,62.5,6,52,48,30670,-1.6,31.07568791,106.636526,-1.3097891000000002,0.6534951999999999
26,62.5,6,52,63,30671,-1.6,30.9822238,106.6378852,-1.3052778,0.5590687
26,62.5,6,52,78,30672,-1.6,30.90522048,106.6330038,-1.3016712,0.4680719
26,62.5,8,22,33,30829,-1.6,31.2655689,106.6416543,-1.3185014,0.0054607
26,62.5,8,22,48,30830,-1.6,31.17361468,106.6294582,-1.313361,-0.0896665
26,62.5,8,22,63,30831,-1.6,31.10353452,106.61027959999998,-1.3095618,-0.1852818
26,62.5,8,22,78,30832,-1.6,31.04711492,106.5890177,-1.3065399,-0.2809997
26,62.5,8,37,33,30833,-1.6,31.19560687,106.6349806,-1.3192992,-0.4036183
26,62.5,8,37,48,30834,-1.6,31.09848553,106.6396586,-1.3138629,-0.5066349
26,62.5,8,37,63,30835,-1.6,31.02466916,106.6330004,-1.3098451999999998,-0.607386
26,62.5,8,37,78,30836,-1.6,30.96528828,106.6217155,-1.3066528,-0.7064736
26,62.5,8,52,33,30837,-1.6,31.12521491,106.6210604,-1.3173322,-0.8119422
26,62.5,8,52,48,30838,-1.6,31.02241349,106.6365096,-1.3114699,-0.923157
26,62.5,8,52,63,30839,-1.6,30.94428634,106.6378694,-1.3071381000000002,-1.0291746
26,62.5,8,52,78,30840,-1.6,30.88150295,106.6329884,-1.3037,-1.1316655
26,75.0,2,22,33,30349,-1.6,30.44285027,104.8207361,-1.3381351,3.415993100000001
26,75.0,2,22,48,30350,-1.6,30.32784121,104.8372836,-1.3326976,3.4103669
26,75.0,2,22,63,30351,-1.6,30.23389446,104.8390337,-1.3286448,3.4047367
26,75.0,2,22,78,30352,-1.6,30.15342331,104.8342272,-1.3253965,3.3993309000000003
26,75.0,2,37,33,30353,-1.6,30.37562499,104.7834309,-1.3385448999999998,3.139456
26,75.0,2,37,48,30354,-1.6,30.25483909,104.8166633,-1.3325989,3.1273894
26,75.0,2,37,63,30355,-1.6,30.15634107,104.8308489,-1.3281303,3.1166021
26,75.0,2,37,78,30356,-1.6,30.07208478,104.8359819,-1.3245253,3.1068373
26,75.0,2,52,33,30357,-1.6,30.30857326,104.7495816,-1.3360284,2.842519
26,75.0,2,52,48,30358,-1.6,30.18109358,104.7934009,-1.3293966999999998,2.8231656000000003
26,75.0,2,52,63,30359,-1.6,30.07732094,104.8155074,-1.3243732,2.8065423
26,75.0,2,52,78,30360,-1.6,29.98868215,104.8269893,-1.320296,2.791845
26,75.0,4,22,33,30517,-1.6,30.98081645,104.8230872,-1.3421427,2.2547507
26,75.0,4,22,48,30518,-1.6,30.87948018,104.839659,-1.336771,2.1995225
26,75.0,4,22,63,30519,-1.6,30.79800849,104.8414276,-1.3327793,2.143948
26,75.0,4,22,78,30520,-1.6,30.72901966,104.8366351,-1.3295883999999998,2.0882492
26,75.0,4,37,33,30521,-1.6,30.91517325,104.785783,-1.3430499,1.9484693
26,75.0,4,37,48,30522,-1.6,30.80853327,104.8190066,-1.3372754,1.8836116000000005
26,75.0,4,37,63,30523,-1.6,30.72286326,104.833188,-1.3329604,1.8204791
26,75.0,4,37,78,30524,-1.6,30.65057581,104.8383186,-1.3294967,1.7585503
26,75.0,4,52,33,30525,-1.6,30.85012685,104.751969,-1.3411275,1.6358236000000002
26,75.0,4,52,48,30526,-1.6,30.73736916,104.7957691,-1.3347950000000002,1.5607341
26,75.0,4,52,63,30527,-1.6,30.64698322,104.8178634,-1.330037,1.4896677
26,75.0,4,52,78,30528,-1.6,30.57072809,104.8293366,-1.3262023,1.4212713
26,75.0,6,22,33,30685,-1.6,31.8778669,104.8233918,-1.3446022,0.793639
26,75.0,6,22,48,30686,-1.6,31.79967022,104.8399663,-1.33936,0.7280648000000001
26,75.0,6,22,63,30687,-1.6,31.73930718,104.8417354,-1.3354834,0.6608268
26,75.0,6,22,78,30688,-1.6,31.69010391,104.8369424,-1.3323978,0.5926741
26,75.0,6,37,33,30689,-1.6,31.81385807,104.7860833,-1.3462894,0.4548761
26,75.0,6,37,48,30690,-1.6,31.73129931,104.8193074,-1.3408113000000002,0.3817596
26,75.0,6,37,63,30691,-1.6,31.66755886,104.8334891,-1.3367573,0.3091743
26,75.0,6,37,78,30692,-1.6,31.61556502,104.8386198,-1.3335309,0.2370763
26,75.0,6,52,33,30693,-1.6,31.75137026,104.7522741,-1.345314,0.1154905
26,75.0,6,52,48,30694,-1.6,31.6634524,104.7960724,-1.3394803999999998,0.0344048
26,75.0,6,52,63,30695,-1.6,31.59571076,104.8181658,-1.3351604,-0.0437692
26,75.0,6,52,78,30696,-1.6,31.54056779,104.8296384,-1.3317232,-0.1199442
26,75.0,8,22,33,30853,-1.6,31.77217383,104.8232263,-1.3458481000000002,-0.858718
26,75.0,8,22,48,30854,-1.6,31.70992697,104.8398051,-1.3406552,-0.9334237
26,75.0,8,22,63,30855,-1.6,31.66434276,104.8415768,-1.3368252,-1.0103613
26,75.0,8,22,78,30856,-1.6,31.62870397,104.8367854,-1.333784,-1.0884762
26,75.0,8,37,33,30857,-1.6,31.71043941,104.7859122,-1.3477248,-1.2260623
26,75.0,8,37,48,30858,-1.6,31.6447336,104.81914,-1.3423626,-1.3068328000000002
26,75.0,8,37,63,30859,-1.6,31.59614836,104.8333244,-1.3384166000000002,-1.3875656
26,75.0,8,37,78,30860,-1.6,31.55839198,104.838457,-1.3352921,-1.4680346000000002
26,75.0,8,52,33,30861,-1.6,31.65093403,104.7521025,-1.3469771,-1.5907097
26,75.0,8,52,48,30862,-1.6,31.58073613,104.7959036,-1.3413408000000002,-1.6779193
26,75.0,8,52,63,30863,-1.6,31.52901171,104.8179991,-1.3372033,-1.7626557
26,75.0,8,52,78,30864,-1.6,31.48860933,104.8294734,-1.3339378,-1.8455907
26,87.5,2,22,33,30373,-1.6,30.68976641,102.8940912,-1.3693029,3.3171134
26,87.5,2,22,48,30374,-1.6,30.59581167,102.941854,-1.3637553,3.3156146
26,87.5,2,22,63,30375,-1.6,30.51864528,102.9663798,-1.3596268,3.3133364000000003
26,87.5,2,22,78,30376,-1.6,30.45252068,102.9795042,-1.3563218,3.3107962
26,87.5,2,37,33,30377,-1.6,30.62886961,102.8237153,-1.370537,3.0314691
26,87.5,2,37,48,30378,-1.6,30.5299089,102.8878417,-1.3645691,3.0238284
26,87.5,2,37,63,30379,-1.6,30.448862899999995,102.9246372,-1.3600955,3.0166321
26,87.5,2,37,78,30380,-1.6,30.37936961,102.9476102,-1.3564938,3.0099347
26,87.5,2,52,33,30381,-1.6,30.569705100000004,102.7684476,-1.3689126,2.7295151
26,87.5,2,52,48,30382,-1.6,30.46493834,102.8428876,-1.3623627,2.7149861
26,87.5,2,52,63,30383,-1.6,30.3793614,102.8874502,-1.3574176000000002,2.7022716
26,87.5,2,52,78,30384,-1.6,30.30602875,102.9166773,-1.3534144,2.6909096000000003
26,87.5,4,22,33,30541,-1.6,31.31497873,102.8959913,-1.3739084,1.7838508999999998
26,87.5,4,22,48,30542,-1.6,31.23489164,102.9437919,-1.3684248,1.7352737
26,87.5,4,22,63,30543,-1.6,31.17072743,102.968346,-1.3643563,1.6853621
26,87.5,4,22,78,30544,-1.6,31.11634493,102.9814919,-1.3611081,1.6347506
26,87.5,4,37,33,30545,-1.6,31.25570834,102.8256065,-1.3756546,1.4878421
26,87.5,4,37,48,30546,-1.6,31.17125359,102.889732,-1.3698588,1.4310027
26,87.5,4,37,63,30547,-1.6,31.10341337,102.9265295,-1.3655401000000005,1.3746905
26,87.5,4,37,78,30548,-1.6,31.04622327,102.9495051,-1.3620812,1.3188658000000002
26,87.5,4,52,33,30549,-1.6,31.19855931,102.7703729,-1.3746408,1.1884518999999998
26,87.5,4,52,48,30550,-1.6,31.10891942,102.8448003,-1.3683944,1.1227758999999995
26,87.5,4,52,63,30551,-1.6,31.03703373,102.8893556,-1.3637191,1.0596842
26,87.5,4,52,78,30552,-1.6,30.97648493,102.918578,-1.3599627,0.9983878
26,87.5,6,22,33,30709,-1.6,32.37023596,102.8961188,-1.3766678,0.1006424
26,87.5,6,22,48,30710,-1.6,32.31413613,102.9439254,-1.3713131,0.0483857
26,87.5,6,22,63,30711,-1.6,32.27170847,102.9684823,-1.3673593000000002,-0.0067637
26,87.5,6,22,78,30712,-1.6,32.23773851,102.9816293,-1.3642161,-0.0635724
26,87.5,6,37,33,30713,-1.6,32.3127092,102.8257258,-1.3792051,-0.2089581
26,87.5,6,37,48,30714,-1.6,32.25303366,102.88985490000002,-1.3737068,-0.26724240000000005
26,87.5,6,37,63,30715,-1.6,32.20781087,102.92665490000002,-1.3696503,-0.3265603
26,87.5,6,37,78,30716,-1.6,32.17168568,102.9496323,-1.3664299,-0.3863595
26,87.5,6,52,33,30717,-1.6,32.25814284,102.7704957,-1.3791524,-0.5171278
26,87.5,6,52,48,30718,-1.6,32.19419862,102.844924,-1.3734088,-0.5818462
26,87.5,6,52,63,30719,-1.6,32.14588683,102.8894804,-1.3691751,-0.6455795999999999
26,87.5,6,52,78,30720,-1.6,32.10728123,102.9187037,-1.3658197,-0.7085195
26,87.5,8,22,33,30877,-1.6,32.23222312,102.8958393,-1.3780931,-1.6781042000000002
26,87.5,8,22,48,30878,-1.6,32.1929538,102.9436522,-1.3727877,-1.7350226000000002
26,87.5,8,22,63,30879,-1.6,32.16539055,102.968213,-1.3688808,-1.795609
26,87.5,8,22,78,30880,-1.6,32.14551821,102.9813626,-1.3657825,-1.8582828
26,87.5,8,37,33,30881,-1.6,32.17748158,102.8254383,-1.3808251,-2.0075953
26,87.5,8,37,48,30882,-1.6,32.13497928,102.889573,-1.3754444,-2.0692872
26,87.5,8,37,63,30883,-1.6,32.10541629,102.926377,-1.3714975,-2.1327501
26,87.5,8,37,78,30884,-1.6,32.08387752,102.9493574,-1.3683808000000002,-2.1971045
26,87.5,8,52,33,30885,-1.6,32.12580613,102.7702069,-1.3810061000000002,-2.3331974
26,87.5,8,52,48,30886,-1.6,32.08014702,102.8446396,-1.3754634,-2.4000103
26,87.5,8,52,63,30887,-1.6,32.04836668,102.8891993,-1.371416,-2.4665498
26,87.5,8,52,78,30888,-1.6,32.02498053,102.9184254,-1.3682359,-2.5326958
26,100.0,2,22,33,30397,-1.6,30.906344,100.9049108,-1.405669,3.1612319
26,100.0,2,22,48,30398,-1.6,30.82870463,100.9856593,-1.3999603,3.1632624
26,100.0,2,22,63,30399,-1.6,30.76471131,101.0342232,-1.3957171999999998,3.1638466
26,100.0,2,22,78,30400,-1.6,30.70954507,101.0662987,-1.3923238000000002,3.1637508
26,100.0,2,37,33,30401,-1.6,30.85040893,100.79977,-1.4075985,2.8694202
26,100.0,2,37,48,30402,-1.6,30.76838115,100.8964241,-1.4015368,2.8656330000000003
26,100.0,2,37,63,30403,-1.6,30.70092562,100.9571004,-1.3970025,2.8615597000000004
26,100.0,2,37,78,30404,-1.6,30.64291313,100.9989573,-1.3933582,2.8575276
26,100.0,2,52,33,30405,-1.6,30.79734184,100.7220621,-1.4066899,2.5649491
26,100.0,2,52,48,30406,-1.6,30.71038248,100.8286588,-1.4001248,2.5546867000000004
26,100.0,2,52,63,30407,-1.6,30.6388902,100.89688309999998,-1.3951822,2.5454262
26,100.0,2,52,78,30408,-1.6,30.57751986,100.9448525,-1.3911899,2.5370092
26,100.0,4,22,33,30565,-1.6,31.62099314,100.9064775,-1.4109206,1.2980339
26,100.0,4,22,48,30566,-1.6,31.55758157,100.9872762,-1.4052742,1.2558162
26,100.0,4,22,63,30567,-1.6,31.50667229,101.035873,-1.4010902,1.2114201
26,100.0,4,22,78,30568,-1.6,31.46348655,101.0679773,-1.3977531,1.165825
26,100.0,4,37,33,30569,-1.6,31.56665182,100.8013188,-1.4133791,1.0143589
26,100.0,4,37,48,30570,-1.6,31.49941847,100.8979791,-1.4074908000000002,0.9650053
26,100.0,4,37,63,30571,-1.6,31.44540759,100.9586628,-1.4031129999999998,0.915146
26,100.0,4,37,78,30572,-1.6,31.39963888,101.0005252,-1.3996133,0.8651501
26,100.0,4,52,33,30573,-1.6,31.51569626,100.7236449,-1.4131,0.7295573000000001
26,100.0,4,52,48,30574,-1.6,31.4440285,100.8302342,-1.4068434,0.6725309
26,100.0,4,52,63,30575,-1.6,31.38804428,100.8984554,-1.4021757,0.6168416
26,100.0,4,52,78,30576,-1.6,31.33847327,100.9464235,-1.3984352,0.5621828000000001
26,100.0,6,22,33,30733,-1.6,32.8409678,100.9064684,-1.4140053999999995,-0.5719723000000001
26,100.0,6,22,48,30734,-1.6,32.80216863,100.987276,-1.4084876,-0.6120758000000001
26,100.0,6,22,63,30735,-1.6,32.77364583,101.0358774,-1.4044181,-0.656121
26,100.0,6,22,78,30736,-1.6,32.75184503,101.0679841,-1.4011861,-0.7024759
26,100.0,6,37,33,30737,-1.6,32.788559,100.8012981,-1.4172688,-0.8536829
26,100.0,6,37,48,30738,-1.6,32.74676284,100.8979645,-1.4116798000000002,-0.8986545
26,100.0,6,37,63,30739,-1.6,32.71626933,100.9586526,-1.4075661,-0.9459851
26,100.0,6,37,78,30740,-1.6,32.69247088,101.0005182,-1.4043067,-0.9946291
26,100.0,6,52,33,30741,-1.6,32.74026208,100.7236267,-1.4179674999999998,-1.1325301
26,100.0,6,52,48,30742,-1.6,32.69507083,100.8302191,-1.4122188,-1.1827166999999998
26,100.0,6,52,63,30743,-1.6,32.66192631,100.8984431,-1.4079973999999995,-1.2335453
26,100.0,6,52,78,30744,-1.6,32.63648164,100.9464133,-1.4046621,-1.2846079
26,100.0,8,22,33,30901,-1.6,32.66926941,100.9060972,-1.4156246,-2.4485447
26,100.0,8,22,48,30902,-1.6,32.64743753,100.9869127,-1.4101563999999998,-2.4899358
26,100.0,8,22,63,30903,-1.6,32.63438121,101.0355201,-1.4061344,-2.5361931
26,100.0,8,22,78,30904,-1.6,32.62672842,101.0676303,-1.4029478000000002,-2.5853098
26,100.0,8,37,33,30905,-1.6,32.61950486,100.8009171,-1.4190887,-2.7442498
26,100.0,8,37,48,30906,-1.6,32.59536513,100.8975905,-1.4136194,-2.7894403
26,100.0,8,37,63,30907,-1.6,32.58071862,100.9582837,-1.4096175,-2.8378951
26,100.0,8,37,78,30908,-1.6,32.57190226,101.0001542,-1.406464,-2.8882052000000003
26,100.0,8,52,33,30909,-1.6,32.57438834,100.7232436,-1.4200281,-3.0352342999999995
26,100.0,8,52,48,30910,-1.6,32.54782305,100.8298418,-1.4144847,-3.0845003
26,100.0,8,52,63,30911,-1.6,32.5315294,100.89807009999998,-1.4104538999999998,-3.135303
26,100.0,8,52,78,30912,-1.6,32.52139524,100.9460438,-1.4072983,-3.1868791
28,25.0,2,22,33,36301,-1.6,27.99423066,109.18899170000002,-1.2663116,1.5296577
28,25.0,2,22,48,36302,-1.6,27.64145534,109.0834312,-1.2599886,1.5037334
28,25.0,2,22,63,36303,-1.6,27.36051414,108.9967269,-1.2552118,1.4812282
28,25.0,2,22,78,36304,-1.6,27.12439855,108.9228564,-1.2513421,1.4611409
28,25.0,2,37,33,36305,-1.6,27.85701407,109.2830927,-1.2575372,1.3478106
28,25.0,2,37,48,36306,-1.6,27.49239483,109.1944306,-1.2495268,1.3171423
28,25.0,2,37,63,36307,-1.6,27.20245451,109.1201012,-1.2433883,1.290847
28,25.0,2,37,78,36308,-1.6,26.95908676,109.0557788,-1.2383616000000002,1.267562
28,25.0,2,52,33,36309,-1.6,27.70559682,109.3350188,-1.244047,1.1280482
28,25.0,2,52,48,36310,-1.6,27.32704911,109.2572838,-1.2339729,1.0915778
28,25.0,2,52,63,36311,-1.6,27.02659191,109.1909811,-1.2261813,1.06064
28,25.0,2,52,78,36312,-1.6,26.77476221,109.1330106,-1.219758,1.0334359
28,25.0,4,22,33,36469,-1.6,28.1913001,109.1984108,-1.2682519,2.9829862
28,25.0,4,22,48,36470,-1.6,27.84919751,109.0927813,-1.2620029,2.8927414
28,25.0,4,22,63,36471,-1.6,27.57761169,109.00601840000002,-1.2572926000000002,2.8096284
28,25.0,4,22,78,36472,-1.6,27.35003277,108.93209109999998,-1.2534843,2.7306916
28,25.0,4,37,33,36473,-1.6,28.05543629,109.2925963,-1.2599308,2.7006854
28,25.0,4,37,48,36474,-1.6,27.70167211,109.2038527,-1.2520918,2.5929305
28,25.0,4,37,63,36475,-1.6,27.42131867,109.1294659,-1.2461048,2.4950627
28,25.0,4,37,78,36476,-1.6,27.18660487,109.06509950000002,-1.2412163,2.403179
28,25.0,4,52,33,36477,-1.6,27.90561406,109.3445897,-1.2469766000000002,2.3880161
28,25.0,4,52,48,36478,-1.6,27.53820734,109.2667689,-1.2371872,2.2620498
28,25.0,4,52,63,36479,-1.6,27.24753045,109.20040520000002,-1.2296455,2.1491928
28,25.0,4,52,78,36480,-1.6,27.00451918,109.14238799999998,-1.2234486,2.0444182
28,25.0,6,22,33,36637,-1.6,28.49708874,109.2011828,-1.2696962,3.0398993
28,25.0,6,22,48,36638,-1.6,28.17234301,109.0955278,-1.2635834,2.9067988
28,25.0,6,22,63,36639,-1.6,27.91624301,109.00874650000002,-1.2589932,2.7809197999999995
28,25.0,6,22,78,36640,-1.6,27.702671,108.9347962,-1.2552943,2.6589153
28,25.0,6,37,33,36641,-1.6,28.362331,109.2953957,-1.2621268,2.6263883
28,25.0,6,37,48,36642,-1.6,28.02622773,109.2066253,-1.2545858,2.4711117
28,25.0,6,37,63,36643,-1.6,27.76149507,109.1322195,-1.2488601,2.3273737
28,25.0,6,37,78,36644,-1.6,27.54134613,109.0678383,-1.2442084,2.190445
28,25.0,6,52,33,36645,-1.6,28.21389973,109.3474098,-1.2500679,2.1829919
28,25.0,6,52,48,36646,-1.6,27.86459323,109.2695611,-1.240765,2.0062028
28,25.0,6,52,63,36647,-1.6,27.58989747,109.2031777,-1.2336479,1.8456751
28,25.0,6,52,78,36648,-1.6,27.36157344,109.1451452,-1.2278344,1.6950984
28,25.0,8,22,33,36805,-1.6,28.501541600000003,109.2023942,-1.270339,2.494738
28,25.0,8,22,48,36806,-1.6,28.18943691,109.0967274,-1.2642784,2.3172745
28,25.0,8,22,63,36807,-1.6,27.94450373,109.0099376,-1.2597368,2.1478194
28,25.0,8,22,78,36808,-1.6,27.74111986,108.9359769,-1.2560836000000002,1.9827814
28,25.0,8,37,33,36809,-1.6,28.36854186,109.2966197,-1.2629542,1.9675786
28,25.0,8,37,48,36810,-1.6,28.04548121,109.207837,-1.2555295,1.7674683
28,25.0,8,37,63,36811,-1.6,27.79226361,109.1334224,-1.2499108,1.5808736
28,25.0,8,37,78,36812,-1.6,27.58227012,109.0690344,-1.2453593,1.4024812
28,25.0,8,52,33,36813,-1.6,28.22222187,109.3486433,-1.2511145,1.4169558999999998
28,25.0,8,52,48,36814,-1.6,27.88620654,109.2707818,-1.2420032,1.1961716
28,25.0,8,52,63,36815,-1.6,27.62331728,109.2043893,-1.2350614,0.994571
28,25.0,8,52,78,36816,-1.6,27.40549462,109.1463498,-1.2294115,0.8049533
28,37.5,2,22,33,36325,-1.6,29.01250775,108.1756312,-1.2821818,2.7675218
28,37.5,2,22,48,36326,-1.6,28.77054187,108.0848725,-1.276301,2.746595
28,37.5,2,22,63,36327,-1.6,28.57589124,108.0088591,-1.2718858999999998,2.7283381
28,37.5,2,22,78,36328,-1.6,28.41099163,107.943283,-1.2683267,2.7120116000000003
28,37.5,2,37,33,36329,-1.6,28.9064474,108.25351,-1.2779909,2.5475899
28,37.5,2,37,48,36330,-1.6,28.6549362,108.1796365,-1.2710062,2.5203837000000004
28,37.5,2,37,63,36331,-1.6,28.45288118,108.1160165,-1.2656967,2.497109
28,37.5,2,37,78,36332,-1.6,28.2819265,108.0600819,-1.2613752,2.4765484
28,37.5,2,52,33,36333,-1.6,28.79288736,108.2948264,-1.2699464,2.2932197
28,37.5,2,52,48,36334,-1.6,28.53010378,108.2318529,-1.2615707,2.2586133
28,37.5,2,52,63,36335,-1.6,28.31936687,108.17625259999998,-1.2551423000000002,2.2294228
28,37.5,2,52,78,36336,-1.6,28.14124668,108.1266716,-1.2498724,2.2038707000000004
28,37.5,4,22,33,36493,-1.6,29.28828237,108.1815769,-1.2846356,3.252193
28,37.5,4,22,48,36494,-1.6,29.05825241,108.090786,-1.2788267,3.174782
28,37.5,4,22,63,36495,-1.6,28.87429476,108.0147504,-1.2744768,3.1014005
28,37.5,4,22,78,36496,-1.6,28.71922738,107.9491406,-1.2709779,3.0303819
28,37.5,4,37,33,36497,-1.6,29.18366407,108.2595044,-1.2809102,2.9458903
28,37.5,4,37,48,36498,-1.6,28.94441094,108.1855816,-1.2740977,2.8529128
28,37.5,4,37,63,36499,-1.6,28.7533179,108.12192759999998,-1.2689411,2.7666888
28,37.5,4,37,78,36500,-1.6,28.59242099,108.0659672,-1.2647595,2.6846052000000005
28,37.5,4,52,33,36501,-1.6,29.07184933,108.3008699,-1.2734201,2.6173086
28,37.5,4,52,48,36502,-1.6,28.82175885,108.2378414,-1.2653358,2.508139
28,37.5,4,52,63,36503,-1.6,28.62234442,108.1822028,-1.2591642,2.4088254
28,37.5,4,52,78,36504,-1.6,28.4545631,108.1325924,-1.2541279,2.3156608
28,37.5,6,22,33,36661,-1.6,29.72771665,108.183176,-1.2863275,2.8029307
28,37.5,6,22,48,36662,-1.6,29.51745468,108.09237140000002,-1.2806532,2.6909184
28,37.5,6,22,63,36663,-1.6,29.35129071,108.0163255,-1.2764223,2.5823932000000003
28,37.5,6,22,78,36664,-1.6,29.21264138,107.9507031,-1.273032,2.4757754000000003
28,37.5,6,37,33,36665,-1.6,29.62451207,108.2611178,-1.2833625,2.3875272
28,37.5,6,37,48,36666,-1.6,29.40549329,108.18718,-1.2768492,2.2587809
28,37.5,6,37,63,36667,-1.6,29.23281501,108.1235153,-1.2719556,2.1372533
28,37.5,6,37,78,36668,-1.6,29.08859495,108.0675464,-1.2680129,2.0201192
28,37.5,6,52,33,36669,-1.6,29.5145338,108.3024964,-1.2767876,1.9553208
28,37.5,6,52,48,36670,-1.6,29.28525006,108.23945159999998,-1.2691985,1.810034
28,37.5,6,52,63,36671,-1.6,29.10458955,108.1838015,-1.2634606000000002,1.6759891
28,37.5,6,52,78,36672,-1.6,28.95408525,108.1341823,-1.2588171,1.548972
28,37.5,8,22,33,36829,-1.6,29.70932306,108.18376440000002,-1.2871196000000005,1.8588285
28,37.5,8,22,48,36830,-1.6,29.51323613,108.0929545,-1.281497,1.713328
28,37.5,8,22,63,36831,-1.6,29.35977719,108.0169046,-1.2773145,1.5717573
28,37.5,8,22,78,36832,-1.6,29.2326252,107.9512773,-1.2739698999999998,1.4325528
28,37.5,8,37,33,36833,-1.6,29.60821538,108.2617115,-1.2843432,1.3574696000000002
